"","X","image","time_in_serie","segment_id","length","direction","start_x","start_y","end_x","end_y","environment","reporter_id","intensity","intensity_ratio","diameter","rep_x","rep_y","time","group","length_rel","startx","starty","endy","endx"
"124",124,"60-16-col-wd-2.tif",2,"5a5322b8-5386-4d84-8494-c2e641b4e4b4",86.683334,11.31,964,376,981,461,60.87,-1,-1,-1,-1,-1,-1,16,2,0.29,964,1921,1836,981
"125",125,"60-16-col-wd-2.tif",2,"8991f058-a52e-4423-ac9a-b455946b669c",41.4367,19.75,912,380,926,419,55.39,-1,-1,-1,-1,-1,-1,16,2,0.14,912,1917,1878,926
"126",126,"60-16-col-wd-2.tif",2,"6d060b3e-cd67-4d78-94b9-6f4d6130e520",69.89278,56.08,1073,390,1131,429,49.87,-1,-1,-1,-1,-1,-1,16,2,0.23,1073,1907,1868,1131
"127",127,"60-16-col-wd-2.tif",2,"d5ff6dca-047e-4dfa-ae3e-ca987748613f",141.48145,55.07,1040,408,1156,489,50.2,-1,-1,-1,-1,-1,-1,16,2,0.48,1040,1889,1808,1156
"128",128,"60-16-col-wd-2.tif",2,"09466206-5928-4b5e-87d9-cb18ef58be73",44.28318,6.48,1164,414,1169,458,52.8,-1,-1,-1,-1,-1,-1,16,2,0.15,1164,1883,1839,1169
"129",129,"60-16-col-wd-2.tif",2,"0f758b04-3936-477f-8ce5-b82e86bcefb5",56.61272,35.66,940,416,973,462,60.53,-1,-1,-1,-1,-1,-1,16,2,0.19,940,1881,1835,973
"130",130,"60-16-col-wd-2.tif",2,"5a30f2fc-d893-4baf-9e7d-06ed40e5f414",42.43819,34.44,1139,434,1163,469,52.58,-1,-1,-1,-1,-1,-1,16,2,0.14,1139,1863,1828,1163
"131",131,"60-16-col-wd-2.tif",2,"435641f0-deb0-4807-a9e8-6d28935095d4",149.91331,17.47,974,462,1019,605,51.65,-1,-1,-1,-1,-1,-1,16,2,0.5,974,1835,1692,1019
"132",132,"60-16-col-wd-2.tif",2,"a37e15b5-38c1-4f06-8abe-c9a4321c0f71",98.65597,10.51,1164,471,1182,568,64.25,-1,-1,-1,-1,-1,-1,16,2,0.33,1164,1826,1729,1182
"133",133,"60-16-col-wd-2.tif",2,"11683593-a241-4548-aba5-7a8e70d77559",118.37652,8.75,957,474,975,591,55.69,-1,-1,-1,-1,-1,-1,16,2,0.4,957,1823,1706,975
"134",134,"60-16-col-wd-2.tif",2,"3d984400-0baf-4402-a060-d53e70967e2a",92.65527,55.11,919,534,843,587,42.54,-1,-1,-1,-1,-1,-1,16,2,0.31,919,1763,1710,843
"135",135,"60-16-col-wd-2.tif",2,"fa3dc26c-ef1d-4e78-86dd-f6a7d92e67f1",129.44884,43.43,802,553,713,647,41.96,-1,-1,-1,-1,-1,-1,16,2,0.43,802,1744,1650,713
"136",136,"60-16-col-wd-2.tif",2,"d74e710e-947d-4de0-8b57-2f895000e92d",84.20214,15.85,952,605,929,686,53.89,-1,-1,-1,-1,-1,-1,16,2,0.28,952,1692,1611,929
"137",137,"60-16-col-wd-2.tif",2,"3707b455-6455-4d7f-a051-92104d9eb2a3",131.57507,70.46,973,612,1097,656,35.37,-1,-1,-1,-1,-1,-1,16,2,0.44,973,1685,1641,1097
"138",138,"60-16-col-wd-2.tif",2,"61d696aa-1d6e-4126-924f-25542562f622",65.21503,35.64,714,648,676,701,53.6,-1,-1,-1,-1,-1,-1,16,2,0.22,714,1649,1596,676
"139",139,"60-16-col-wd-2.tif",2,"d873ebe1-bf53-4752-96fd-a9fe9eb49556",45.96738,45.88,728,664,695,696,52.55,-1,-1,-1,-1,-1,-1,16,2,0.15,728,1633,1601,695
"140",140,"60-16-col-wd-2.tif",2,"423819c3-103a-43f0-8ab1-a8e1edf388d7",122.80065,73.93,996,665,1114,699,52.1,-1,-1,-1,-1,-1,-1,16,2,0.41,996,1632,1598,1114
"141",141,"60-16-col-wd-2.tif",2,"56708e73-f5ca-4b77-96a1-5d88ab5fd844",37,18.92,998,729,1010,764,55.8,-1,-1,-1,-1,-1,-1,16,2,0.12,998,1568,1533,1010
"142",142,"60-16-col-wd-2.tif",2,"2561e0ed-eaec-4e8a-a62b-fdbf6ea4c033",76.05919,65.12,1014,758,1083,790,58.58,-1,-1,-1,-1,-1,-1,16,2,0.26,1014,1539,1507,1083
"143",143,"60-16-col-wd-2.tif",2,"852b4f80-c0be-4c68-9fe3-b3c047d67573",58.5235,19.98,1012,762,1032,817,59.37,-1,-1,-1,-1,-1,-1,16,2,0.2,1012,1535,1480,1032
"144",144,"60-16-col-wd-2.tif",2,"ca249058-afbb-44bf-8641-8aabeb297bbe",44.407207,54.16,1006,800,970,826,61.28,-1,-1,-1,-1,-1,-1,16,2,0.15,1006,1497,1471,970
"145",145,"60-16-col-wd-2.tif",2,"ec4766f7-7422-4323-ac91-3b53e5135f6b",76.05919,61.75,1032,817,1099,853,52.72,-1,-1,-1,-1,-1,-1,16,2,0.26,1032,1480,1444,1099
"146",146,"60-16-col-wd-2.tif",2,"c97619a6-e98c-4e9b-bde9-fbd89524a9c2",119.331474,13.57,1031,895,1003,1011,58.7,-1,-1,-1,-1,-1,-1,16,2,0.4,1031,1402,1286,1003
"147",147,"60-16-col-wd-2.tif",2,"b9e0f1a0-1f72-45d0-832e-602253b67d32",30.413813,80.54,989,913,1019,918,56.67,-1,-1,-1,-1,-1,-1,16,2,0.1,989,1384,1379,1019
"148",148,"60-16-col-wd-2.tif",2,"b3cd4e5a-7ed5-4b6f-a9f4-f61daa11978f",55.31727,77.47,1012,940,958,952,57.7,-1,-1,-1,-1,-1,-1,16,2,0.19,1012,1357,1345,958
"149",149,"60-16-col-wd-2.tif",2,"8140ef59-bc83-401f-965e-03aebf19940e",29.410883,54.69,1019,1040,995,1057,61.43,-1,-1,-1,-1,-1,-1,16,2,0.1,1019,1257,1240,995
"150",150,"60-16-col-wd-2.tif",2,"978a8e16-1e4a-438e-a1ec-0894bfc0c1a7",139.43457,4.52,1008,1082,997,1221,57.12,-1,-1,-1,-1,-1,-1,16,2,0.47,1008,1215,1076,997
"151",151,"60-16-col-wd-2.tif",2,"6c06e26d-5637-4334-b9fd-b1c772e21515",81.22192,4.24,1014,1277,1008,1358,54.33,-1,-1,-1,-1,-1,-1,16,2,0.27,1014,1020,939,1008
"152",152,"60-16-col-wd-2.tif",2,"32978ff9-31c3-4d60-9c81-c8731b16248f",99.32774,16.98,1011,1378,982,1473,59.17,-1,-1,-1,-1,-1,-1,16,2,0.33,1011,919,824,982
"153",153,"60-16-col-ww-2.tif",2,"0785f180-9616-46cc-8c3e-d34165636104",32.449963,56.31,893,10,866,28,67.8,-1,-1,-1,-1,-1,-1,16,3,0.11,893,2287,2269,866
"154",154,"60-16-col-ww-2.tif",2,"d8b8bdf0-0142-42c7-abae-f4b8392fe837",59.3043,84.19,865,24,806,30,66.72,-1,-1,-1,-1,-1,-1,16,3,0.2,865,2273,2267,806
"155",155,"60-16-col-ww-2.tif",2,"3064d14e-7a84-4a61-9429-553b229e5cf4",83.761566,33.31,923,24,969,94,59.72,-1,-1,-1,-1,-1,-1,16,3,0.28,923,2273,2203,969
"156",156,"60-16-col-ww-2.tif",2,"b43da63c-f1a9-427a-98b5-522ce1cb5dbf",35.341194,64.89,928,51,896,66,56.11,-1,-1,-1,-1,-1,-1,16,3,0.12,928,2246,2231,896
"157",157,"60-16-col-ww-2.tif",2,"c61ddb5a-4fd8-487e-882f-e59462ecde5e",53.450912,17.42,926,68,942,119,57.77,-1,-1,-1,-1,-1,-1,16,3,0.18,926,2229,2178,942
"158",158,"60-16-col-ww-2.tif",2,"98574ecd-9d2b-42d3-9bc0-e57f567e3a30",20.248457,57.09,845,73,828,84,61.41,-1,-1,-1,-1,-1,-1,16,3,0.07,845,2224,2213,828
"159",159,"60-16-col-ww-2.tif",2,"a419d78e-4528-435b-9997-e855636e1941",30.870699,65.1,925,78,897,91,54.72,-1,-1,-1,-1,-1,-1,16,3,0.1,925,2219,2206,897
"160",160,"60-16-col-ww-2.tif",2,"f94a03d3-3bbc-4985-9acb-a141f1962c17",79.30952,5.06,898,92,891,171,53.71,-1,-1,-1,-1,-1,-1,16,3,0.27,898,2205,2126,891
"161",161,"60-16-col-ww-2.tif",2,"e27a857a-4cbc-4a93-b30c-3643d26653e3",62.225395,45,966,95,1010,139,59.57,-1,-1,-1,-1,-1,-1,16,3,0.21,966,2202,2158,1010
"162",162,"60-16-col-ww-2.tif",2,"7eb7a4bb-2c0c-4477-8637-0f727821c32a",43.081318,68.2,894,96,854,112,65.12,-1,-1,-1,-1,-1,-1,16,3,0.14,894,2201,2185,854
"163",163,"60-16-col-ww-2.tif",2,"3c3ec74a-6754-4136-bbea-720d282bd881",58.5235,56.85,828,134,877,166,55.56,-1,-1,-1,-1,-1,-1,16,3,0.2,828,2163,2131,877
"164",164,"60-16-col-ww-2.tif",2,"545d9e11-7922-41b4-848a-70612e2883b6",64.03124,14.47,1010,140,1026,202,59.98,-1,-1,-1,-1,-1,-1,16,3,0.22,1010,2157,2095,1026
"165",165,"60-16-col-ww-2.tif",2,"7047bea6-34c4-4fad-beaa-392b8e46339c",61.073727,50.31,973,155,1020,194,59.47,-1,-1,-1,-1,-1,-1,16,3,0.21,973,2142,2103,1020
"166",166,"60-16-col-ww-2.tif",2,"fdedc13b-88de-4660-87e2-a4c74744ef1d",139.58868,28.22,890,167,824,290,57.1,-1,-1,-1,-1,-1,-1,16,3,0.47,890,2130,2007,824
"167",167,"60-16-col-ww-2.tif",2,"5b981e82-0cd2-4745-b839-632f98f0acf4",29.068884,63.43,943,169,969,182,57.98,-1,-1,-1,-1,-1,-1,16,3,0.1,943,2128,2115,969
"168",168,"60-16-col-ww-2.tif",2,"e1c269c4-c406-4b0c-a16e-c4802bbddae1",41.59327,9.69,943,171,950,212,62.67,-1,-1,-1,-1,-1,-1,16,3,0.14,943,2126,2085,950
"169",169,"60-16-col-ww-2.tif",2,"a280735d-3f4a-4257-bf1b-aec75094aa76",297.6592,32.52,948,172,788,423,53.39,-1,-1,-1,-1,-1,-1,16,3,1,948,2125,1874,788
"170",170,"60-16-col-ww-2.tif",2,"fa2affc9-9ba6-45f4-967e-c725821d6f8f",51.40039,52.91,966,183,1007,214,55.93,-1,-1,-1,-1,-1,-1,16,3,0.17,966,2114,2083,1007
"171",171,"60-16-col-ww-2.tif",2,"124c6376-0525-4367-bedf-a040d9e2466e",32.649654,27.35,1025,203,1040,232,51.45,-1,-1,-1,-1,-1,-1,16,3,0.11,1025,2094,2065,1040
"172",172,"60-16-col-ww-2.tif",2,"b64f5dbe-0f60-4f03-af26-4f370ed3fd6a",29.15476,30.96,960,212,975,237,56.01,-1,-1,-1,-1,-1,-1,16,3,0.1,960,2085,2060,975
"173",173,"60-16-col-ww-2.tif",2,"0599d4fe-0d9a-4456-a36e-ce3749a422a3",104.89042,41.13,946,235,877,314,62.21,-1,-1,-1,-1,-1,-1,16,3,0.35,946,2062,1983,877
"174",174,"60-16-col-ww-2.tif",2,"8d400b4f-d85a-47a5-b946-d60e82333570",73.409805,24.12,1056,253,1086,320,49.83,-1,-1,-1,-1,-1,-1,16,3,0.25,1056,2044,1977,1086
"175",175,"60-16-col-ww-2.tif",2,"25ef65bf-7411-4aa6-a53c-064eb7fdb2e5",27.202942,72.9,1128,262,1154,270,58.49,-1,-1,-1,-1,-1,-1,16,3,0.09,1128,2035,2027,1154
"176",176,"60-16-col-ww-2.tif",2,"f79c29ae-d919-4653-b118-1c2469b009aa",63.529522,28.18,1183,280,1153,336,49.39,-1,-1,-1,-1,-1,-1,16,3,0.21,1183,2017,1961,1153
"177",177,"60-16-col-ww-2.tif",2,"9c303cde-f908-4a13-bfed-8fdd916e8076",99.764725,47.03,1042,292,1115,360,47.35,-1,-1,-1,-1,-1,-1,16,3,0.34,1042,2005,1937,1115
"178",178,"60-16-col-ww-2.tif",2,"7a0cdf15-8d9d-48b6-8330-ed52370d8d34",28.635643,65.22,974,313,1000,325,63.89,-1,-1,-1,-1,-1,-1,16,3,0.1,974,1984,1972,1000
"179",179,"60-16-col-ww-2.tif",2,"f7daf052-c482-463b-a9b5-46d66e4c9689",61.81424,9.31,942,315,952,376,56.5,-1,-1,-1,-1,-1,-1,16,3,0.21,942,1982,1921,952
"180",180,"60-16-col-ww-2.tif",2,"17c9fa0d-d973-4542-86ac-cbfec352f1f5",37.01351,51.58,1088,327,1117,350,44.89,-1,-1,-1,-1,-1,-1,16,3,0.12,1088,1970,1947,1117
"181",181,"60-16-col-ww-2.tif",2,"25568324-7c92-4000-b214-14ca706f4a42",130.80138,36.61,1011,334,1089,439,68.39,-1,-1,-1,-1,-1,-1,16,3,0.44,1011,1963,1858,1089
"182",182,"60-16-col-ww-2.tif",2,"07a5fab1-b4e3-44db-95fe-61b19d03dc06",26,67.38,883,344,859,354,56.64,-1,-1,-1,-1,-1,-1,16,3,0.09,883,1953,1943,859
"183",183,"60-16-col-ww-2.tif",2,"dd9d5acf-2c14-4a51-8d20-6657b889a839",49.396355,21.37,802,345,784,391,54.15,-1,-1,-1,-1,-1,-1,16,3,0.17,802,1952,1906,784
"184",184,"60-16-col-ww-2.tif",2,"e090c61b-3352-4a63-997c-d69a88dda2fc",129.80756,68.77,727,355,606,402,55.7,-1,-1,-1,-1,-1,-1,16,3,0.44,727,1942,1895,606
"185",185,"60-16-col-ww-2.tif",2,"12632636-046f-4bf8-a795-451a7a044016",46.69047,46.74,783,363,749,395,56.05,-1,-1,-1,-1,-1,-1,16,3,0.16,783,1934,1902,749
"186",186,"60-16-col-ww-2.tif",2,"33ebd447-c7d8-4eeb-b77c-0e3463988711",43.13931,45.94,1198,363,1229,393,62.07,-1,-1,-1,-1,-1,-1,16,3,0.14,1198,1934,1904,1229
"187",187,"60-16-col-ww-2.tif",2,"bd723d51-f231-4160-bf9a-19f1a3bc8b63",32.202484,53.84,951,377,977,396,57.27,-1,-1,-1,-1,-1,-1,16,3,0.11,951,1920,1901,977
"188",188,"60-16-col-ww-2.tif",2,"ce473458-4137-47c4-904d-b01fb6a16d29",63.387695,6.34,949,379,956,442,59.1,-1,-1,-1,-1,-1,-1,16,3,0.21,949,1918,1855,956
"189",189,"60-16-col-ww-2.tif",2,"83d050b3-fe72-4deb-bf08-6173be2bc3f5",99.985,30.67,1141,380,1192,466,52.18,-1,-1,-1,-1,-1,-1,16,3,0.34,1141,1917,1831,1192
"190",190,"60-16-col-ww-2.tif",2,"db8ed4a2-9f6b-4327-be15-d3947465f37b",109.98637,49.79,743,400,659,471,44.59,-1,-1,-1,-1,-1,-1,16,3,0.37,743,1897,1826,659
"191",191,"60-16-col-ww-2.tif",2,"5fe553c5-d1af-4aa0-b389-d73085c238b1",115.12167,57.41,984,400,1081,462,67.1,-1,-1,-1,-1,-1,-1,16,3,0.39,984,1897,1835,1081
"192",192,"60-16-col-ww-2.tif",2,"5e542717-4bce-42a4-aac1-60dd7602882c",70.45566,34.59,779,402,739,460,55.67,-1,-1,-1,-1,-1,-1,16,3,0.24,779,1895,1837,739
"193",193,"60-16-col-ww-2.tif",2,"2085b339-36e6-4171-bd6b-6293e5d46d68",33.600594,53.47,930,442,903,462,68.48,-1,-1,-1,-1,-1,-1,16,3,0.11,930,1855,1835,903
"194",194,"60-16-col-ww-2.tif",2,"2b726a75-d6ba-4851-8892-0426e7c3d6d9",84.0238,51.77,955,443,1021,495,62.36,-1,-1,-1,-1,-1,-1,16,3,0.28,955,1854,1802,1021
"195",195,"60-16-col-ww-2.tif",2,"71da61f4-e8d0-461f-96d4-a813a7191e7f",75.10659,3.05,956,445,952,520,60.73,-1,-1,-1,-1,-1,-1,16,3,0.25,956,1852,1777,952
"196",196,"60-16-col-ww-2.tif",2,"f020dfb3-aefa-40bf-8597-75c9012945c0",24.758837,43.36,1120,464,1137,482,67.29,-1,-1,-1,-1,-1,-1,16,3,0.08,1120,1833,1815,1137
"197",197,"60-16-col-ww-2.tif",2,"94c0d146-af3d-4e2a-8474-707a9ebde874",92.76314,48.06,871,483,802,545,62.02,-1,-1,-1,-1,-1,-1,16,3,0.31,871,1814,1752,802
"198",198,"60-16-col-ww-2.tif",2,"8e4e4ba0-b06a-4cad-bfe3-c8f3d61c6ec4",48.8774,59.24,1146,489,1188,514,56.26,-1,-1,-1,-1,-1,-1,16,3,0.16,1146,1808,1783,1188
"199",199,"60-16-col-ww-2.tif",2,"e98a70e2-3b39-4ae3-97d7-9a2c0ab32bb4",31.304953,63.43,1028,500,1056,514,64.11,-1,-1,-1,-1,-1,-1,16,3,0.11,1028,1797,1783,1056
"200",200,"60-16-col-ww-2.tif",2,"626e712e-7368-4ec7-ba9a-2ec8d28873b2",116.41735,76.08,1064,516,1177,544,63.09,-1,-1,-1,-1,-1,-1,16,3,0.39,1064,1781,1753,1177
"201",201,"60-16-col-ww-2.tif",2,"bd3049ef-0244-4ded-91b5-7f33e08cf877",181.5957,62.45,943,543,1104,627,57.4,-1,-1,-1,-1,-1,-1,16,3,0.61,943,1754,1670,1104
"202",202,"60-16-col-ww-2.tif",2,"fcea6834-1aa3-448d-9b97-9d98341f7fb4",64.84597,17.04,955,574,936,636,62.12,-1,-1,-1,-1,-1,-1,16,3,0.22,955,1723,1661,936
"203",203,"60-16-col-ww-2.tif",2,"0f986435-003c-4585-836c-cc6c4b79eb86",144.91722,58.83,938,624,814,699,51.04,-1,-1,-1,-1,-1,-1,16,3,0.49,938,1673,1598,814
"204",204,"60-16-col-ww-2.tif",2,"99e20317-f558-4c2c-b375-178b0eada28e",89.1852,59.7,912,718,989,763,61.07,-1,-1,-1,-1,-1,-1,16,3,0.3,912,1579,1534,989
"205",205,"60-16-col-ww-2.tif",2,"278adf7c-01a3-4f51-bc5e-1cc857fc180f",36.619667,55.01,1054,781,1084,802,61.38,-1,-1,-1,-1,-1,-1,16,3,0.12,1054,1516,1495,1084
"206",206,"60-16-col-ww-2.tif",2,"1b9ad722-dfb9-4dbf-b660-9632169067c5",42.755116,79.22,894,793,852,801,55.33,-1,-1,-1,-1,-1,-1,16,3,0.14,894,1504,1496,852
"207",207,"60-16-col-ww-2.tif",2,"cebc537e-2625-46ca-96d2-866797e87f96",38.470768,8.97,950,879,956,917,60.77,-1,-1,-1,-1,-1,-1,16,3,0.13,950,1418,1380,956
"208",208,"60-16-col-ww-2.tif",2,"fc578e88-27c0-42ef-b581-0db3b5f5b4c1",37.215588,30.7,947,1050,928,1082,63.6,-1,-1,-1,-1,-1,-1,16,3,0.13,947,1247,1215,928
"209",209,"60-16-col-ww-2.tif",2,"6ff30eaf-d83f-411d-bdf4-2bc284bf9dc7",85.146935,3.37,984,1171,979,1256,70.8,-1,-1,-1,-1,-1,-1,16,3,0.29,984,1126,1041,979
"210",210,"60-16-col-ww-2.tif",2,"69087669-a9b9-4144-b15d-779ea7322b67",108.52189,16.6,978,1275,947,1379,66.12,-1,-1,-1,-1,-1,-1,16,3,0.36,978,1022,918,947
"211",211,"60-16-col-ww-2.tif",2,"cf55a8fc-9a01-42a9-93c1-504210822c54",26.400757,24.62,904,1438,893,1462,68.31,-1,-1,-1,-1,-1,-1,16,3,0.09,904,859,835,893
"212",212,"60-17-col-wd-2.tif",3,"c78c42cd-4bf9-4595-ada8-f84825919cf6",39.45884,8.75,962,22,968,61,26.42,-1,-1,-1,-1,-1,-1,17,2,0.13,962,2275,2236,968
"213",213,"60-17-col-wd-2.tif",3,"73163caf-5fd4-4799-91e2-439d447f9f2c",54.230988,5.29,938,35,933,89,36.85,-1,-1,-1,-1,-1,-1,17,2,0.18,938,2262,2208,933
"214",214,"60-17-col-wd-2.tif",3,"fd1d7a31-8a35-407a-ab59-ece17499a939",117.413795,54.01,918,98,823,167,45.2,-1,-1,-1,-1,-1,-1,17,2,0.39,918,2199,2130,823
"215",215,"60-17-col-wd-2.tif",3,"154f72af-7671-458a-aea9-acbd446bb5af",27.073973,4.24,924,106,926,133,45.04,-1,-1,-1,-1,-1,-1,17,2,0.09,924,2191,2164,926
"216",216,"60-17-col-wd-2.tif",3,"480c62f8-a70b-4f75-99a5-d083eff28a46",60.307545,40.29,989,115,1028,161,40.48,-1,-1,-1,-1,-1,-1,17,2,0.2,989,2182,2136,1028
"217",217,"60-17-col-wd-2.tif",3,"e167c2c9-5a3e-4929-9606-1a6522336483",27.784887,30.26,936,137,922,161,49.83,-1,-1,-1,-1,-1,-1,17,2,0.09,936,2160,2136,922
"218",218,"60-17-col-wd-2.tif",3,"5127ea5c-3f2d-4707-a56c-0246a1eeb010",85.44004,32.57,803,153,757,225,51.69,-1,-1,-1,-1,-1,-1,17,2,0.29,803,2144,2072,757
"219",219,"60-17-col-wd-2.tif",3,"ada8f9b4-9bd6-45e9-acca-893c08cf0bcb",43.174065,13.39,921,153,911,195,53.61,-1,-1,-1,-1,-1,-1,17,2,0.15,921,2144,2102,911
"220",220,"60-17-col-wd-2.tif",3,"d5c6c042-9a52-48f3-ad02-e3b807e2b085",51.312767,33.07,1027,162,1055,205,46.12,-1,-1,-1,-1,-1,-1,17,2,0.17,1027,2135,2092,1055
"221",221,"60-17-col-wd-2.tif",3,"04955313-5ee4-4e1f-a195-78490a0406dd",38.013157,35.36,1026,163,1004,194,48.04,-1,-1,-1,-1,-1,-1,17,2,0.13,1026,2134,2103,1004
"222",222,"60-17-col-wd-2.tif",3,"31efbda2-d188-4e38-92ce-a8a6d89d7406",55.31727,40.6,929,200,965,242,49.93,-1,-1,-1,-1,-1,-1,17,2,0.19,929,2097,2055,965
"223",223,"60-17-col-wd-2.tif",3,"43dc0904-2ac1-42cf-b76b-275eb4c10040",19.416489,55.49,1049,206,1065,217,46.3,-1,-1,-1,-1,-1,-1,17,2,0.07,1049,2091,2080,1065
"224",224,"60-17-col-wd-2.tif",3,"788c6a3a-938d-4d98-a588-6524846d4b0f",67.601776,29.22,755,229,722,288,49.81,-1,-1,-1,-1,-1,-1,17,2,0.23,755,2068,2009,722
"225",225,"60-17-col-wd-2.tif",3,"24527c27-38c9-41a5-9616-ddea90d88313",30.870699,65.1,1076,232,1104,245,39.18,-1,-1,-1,-1,-1,-1,17,2,0.1,1076,2065,2052,1104
"226",226,"60-17-col-wd-2.tif",3,"e7994848-9929-476b-b9d1-c28d163399eb",41.725292,44.03,966,236,995,266,54.76,-1,-1,-1,-1,-1,-1,17,2,0.14,966,2061,2031,995
"227",227,"60-17-col-wd-2.tif",3,"99902c3c-7a39-4856-b165-98da875f1993",26.24881,17.74,1004,241,996,266,54.64,-1,-1,-1,-1,-1,-1,17,2,0.09,1004,2056,2031,996
"228",228,"60-17-col-wd-2.tif",3,"a9ff8c61-5109-45b6-bd6f-ea20fdc0160a",46.09772,40.6,966,261,996,296,49.53,-1,-1,-1,-1,-1,-1,17,2,0.15,966,2036,2001,996
"229",229,"60-17-col-wd-2.tif",3,"e968fea9-33ce-4ae5-b259-64b0e07a1a61",106.96261,13.52,1155,265,1180,369,53.07,-1,-1,-1,-1,-1,-1,17,2,0.36,1155,2032,1928,1180
"230",230,"60-17-col-wd-2.tif",3,"9846c4c6-d355-4e14-b49c-7b8c43c47313",30.413813,9.46,995,267,1000,297,48.66,-1,-1,-1,-1,-1,-1,17,2,0.1,995,2030,2000,1000
"231",231,"60-17-col-wd-2.tif",3,"84b8ffe7-61f1-4209-8636-7bd0fbeea561",47.07441,12.26,873,295,883,341,45.95,-1,-1,-1,-1,-1,-1,17,2,0.16,873,2002,1956,883
"232",232,"60-17-col-wd-2.tif",3,"f9e2bcad-a1c6-4528-9e9f-203e0d225965",78.51752,6.58,954,299,963,377,43.81,-1,-1,-1,-1,-1,-1,17,2,0.26,954,1998,1920,963
"233",233,"60-17-col-wd-2.tif",3,"5fe29a95-ebef-4841-b95d-eaaec522f980",28.160255,73.5,954,315,927,323,44.94,-1,-1,-1,-1,-1,-1,17,2,0.09,954,1982,1974,927
"234",234,"60-17-col-wd-2.tif",3,"4cb22cf5-061e-4e6c-8ef9-1a30ddf60828",97.015465,8.3,693,319,679,415,44,-1,-1,-1,-1,-1,-1,17,2,0.33,693,1978,1882,679
"235",235,"60-17-col-wd-2.tif",3,"13cc45d5-c05f-4096-9aae-3106ed9c1018",75.16648,33.06,1049,320,1090,383,49.84,-1,-1,-1,-1,-1,-1,17,2,0.25,1049,1977,1914,1090
"236",236,"60-17-col-wd-2.tif",3,"6392c2a0-0983-436e-b664-046f4dd73885",111.364265,27.26,976,335,1027,434,48.18,-1,-1,-1,-1,-1,-1,17,2,0.37,976,1962,1863,1027
"237",237,"60-17-col-wd-2.tif",3,"57306f1e-542b-41d8-8cad-d323f603a2b8",65.192024,32.47,959,370,924,425,51.98,-1,-1,-1,-1,-1,-1,17,2,0.22,959,1927,1872,924
"238",238,"60-17-col-wd-2.tif",3,"5fff2f11-9f89-4431-860d-bc5479f2798a",44.82187,51.34,964,376,999,404,45.56,-1,-1,-1,-1,-1,-1,17,2,0.15,964,1921,1893,999
"239",239,"60-17-col-wd-2.tif",3,"b521c098-f3df-4409-95a7-d44c3303e038",44.27189,18.43,909,377,923,419,52.22,-1,-1,-1,-1,-1,-1,17,2,0.15,909,1920,1878,923
"240",240,"60-17-col-wd-2.tif",3,"fb73e10e-a204-45e8-b6b8-cca358b7f16a",37.12142,4.64,964,378,961,415,49.83,-1,-1,-1,-1,-1,-1,17,2,0.12,964,1919,1882,961
"241",241,"60-17-col-wd-2.tif",3,"f0062555-3a47-49b0-b488-a53113185323",71.561165,56.98,1067,389,1127,428,46.73,-1,-1,-1,-1,-1,-1,17,2,0.24,1067,1908,1869,1127
"242",242,"60-17-col-wd-2.tif",3,"2d6833b8-b725-4f82-9d00-6ef00108cc08",50.08992,3.43,1161,405,1164,455,48.47,-1,-1,-1,-1,-1,-1,17,2,0.17,1161,1892,1842,1164
"243",243,"60-17-col-wd-2.tif",3,"75599d58-162d-427e-95df-1ddc4e51251a",59.20304,37.45,936,416,972,463,57.56,-1,-1,-1,-1,-1,-1,17,2,0.2,936,1881,1834,972
"244",244,"60-17-col-wd-2.tif",3,"8250f162-7fc8-4efe-8633-5f0ee1690f8a",23.086792,4.97,688,418,690,441,43.8,-1,-1,-1,-1,-1,-1,17,2,0.08,688,1879,1856,690
"245",245,"60-17-col-wd-2.tif",3,"02a3dc0f-8208-4b3b-b9af-c29f66de8c40",99.62429,54.4,1070,432,1151,490,45.55,-1,-1,-1,-1,-1,-1,17,2,0.33,1070,1865,1807,1151
"246",246,"60-17-col-wd-2.tif",3,"6385ea97-1060-4fa5-89df-667f651a407a",45.486263,33.34,1136,435,1161,473,48.13,-1,-1,-1,-1,-1,-1,17,2,0.15,1136,1862,1824,1161
"247",247,"60-17-col-wd-2.tif",3,"7be1a076-be77-46b6-b73f-558a10aba753",45.486263,33.34,1030,455,1055,493,43.34,-1,-1,-1,-1,-1,-1,17,2,0.15,1030,1842,1804,1055
"248",248,"60-17-col-wd-2.tif",3,"57f85069-b3b3-43d1-ad9d-f80a8fa9963b",125.71794,21.46,970,462,1016,579,48.49,-1,-1,-1,-1,-1,-1,17,2,0.42,970,1835,1718,1016
"249",249,"60-17-col-wd-2.tif",3,"0f4ef387-0603-4768-8c90-e0270c9b67e4",97.3242,9.46,1162,472,1178,568,60.76,-1,-1,-1,-1,-1,-1,17,2,0.33,1162,1825,1729,1178
"250",250,"60-17-col-wd-2.tif",3,"30149cf3-bdd9-4d39-9dc6-6828db5747f1",35.22783,34.59,972,473,992,502,53.88,-1,-1,-1,-1,-1,-1,17,2,0.12,972,1824,1795,992
"251",251,"60-17-col-wd-2.tif",3,"57c91b56-db6a-44d8-9c69-89b1fa8c594f",116.559,9.38,953,474,972,589,51.64,-1,-1,-1,-1,-1,-1,17,2,0.39,953,1823,1708,972
