"","X","image","time_in_serie","segment_id","length","direction","start_x","start_y","end_x","end_y","environment","reporter_id","intensity","intensity_ratio","diameter","rep_x","rep_y","time","group","length_rel","startx","starty","endy","endx"
"2245",2245,"60-24-col-ww-2.tif",10,"305dd275-76d2-461e-bc6f-8ac797490730",37.01351,51.58,663,215,634,238,59.66,-1,-1,-1,-1,-1,-1,24,3,0.12,663,2082,2059,634
"2246",2246,"60-24-col-ww-2.tif",10,"403413ff-267e-4235-b761-b6a34e7d5cd9",52.153618,4.4,947,227,951,279,71.02,-1,-1,-1,-1,-1,-1,24,3,0.18,947,2070,2018,951
"2247",2247,"60-24-col-ww-2.tif",10,"c0944135-631b-4fb3-9eb2-392db0269eca",46.75468,41.53,938,239,907,274,65.74,-1,-1,-1,-1,-1,-1,24,3,0.16,938,2058,2023,907
"2248",2248,"60-24-col-ww-2.tif",10,"3baa0561-9f4e-4259-a71b-00eeab96e597",22.847319,23.2,1064,250,1055,271,62.75,-1,-1,-1,-1,-1,-1,24,3,0.08,1064,2047,2026,1055
"2249",2249,"60-24-col-ww-2.tif",10,"2c629996-cbe0-4316-9f93-8e4bafcb67fb",58.412327,38.05,876,257,840,303,64.36,-1,-1,-1,-1,-1,-1,24,3,0.2,876,2040,1994,840
"2250",2250,"60-24-col-ww-2.tif",10,"e41e228f-ef0a-4f06-badc-11543d8a0030",67.11929,61.53,1130,263,1189,295,64.35,-1,-1,-1,-1,-1,-1,24,3,0.23,1130,2034,2002,1189
"2251",2251,"60-24-col-ww-2.tif",10,"43e50e0d-7bb2-4ed1-bcb4-2760e571c84e",31.906113,32.2,1057,272,1074,299,60.35,-1,-1,-1,-1,-1,-1,24,3,0.11,1057,2025,1998,1074
"2252",2252,"60-24-col-ww-2.tif",10,"e5683b76-5701-4f9b-ab83-4195e0ea7277",142.83557,33.58,587,276,508,395,49.18,-1,-1,-1,-1,-1,-1,24,3,0.48,587,2021,1902,508
"2253",2253,"60-24-col-ww-2.tif",10,"6dceb449-6f26-4851-82ed-5a24bd01010e",128.78665,13.93,1410,278,1441,403,58.41,-1,-1,-1,-1,-1,-1,24,3,0.43,1410,2019,1894,1441
"2254",2254,"60-24-col-ww-2.tif",10,"724ae315-1b0f-43da-ad0d-ccc245a3b555",23.853722,33.02,902,279,889,299,65.42,-1,-1,-1,-1,-1,-1,24,3,0.08,902,2018,1998,889
"2255",2255,"60-24-col-ww-2.tif",10,"1333e1c8-6ead-4fca-b5fc-4d06a1148459",38.626415,68.75,1041,288,1005,302,65.99,-1,-1,-1,-1,-1,-1,24,3,0.13,1041,2009,1995,1005
"2256",2256,"60-24-col-ww-2.tif",10,"2c27b786-b274-4bb9-b575-bc28935b76f0",85,8.8,954,293,941,377,64.58,-1,-1,-1,-1,-1,-1,24,3,0.29,954,2004,1920,941
"2257",2257,"60-24-col-ww-2.tif",10,"90c15df6-0b4b-4059-9e43-fcf90747fac6",64.00781,28.97,1054,300,1085,356,57.02,-1,-1,-1,-1,-1,-1,24,3,0.22,1054,1997,1941,1085
"2258",2258,"60-24-col-ww-2.tif",10,"ef93236a-fab5-42a8-818d-390b2b2ef87f",23.70654,27.65,1074,300,1085,321,54.95,-1,-1,-1,-1,-1,-1,24,3,0.08,1074,1997,1976,1085
"2259",2259,"60-24-col-ww-2.tif",10,"f4d787eb-82bf-4f00-a641-84e472a82648",71.5891,28.35,838,308,804,371,59.24,-1,-1,-1,-1,-1,-1,24,3,0.24,838,1989,1926,804
"2260",2260,"60-24-col-ww-2.tif",10,"3af3bc0b-1d77-4d54-be99-88d873146a54",57.428215,54.93,1214,315,1261,348,70.72,-1,-1,-1,-1,-1,-1,24,3,0.19,1214,1982,1949,1261
"2261",2261,"60-24-col-ww-2.tif",10,"641679d4-5166-4aa4-831d-fdb5d4efeb7f",36.67424,25.87,1117,330,1101,363,53.92,-1,-1,-1,-1,-1,-1,24,3,0.12,1117,1967,1934,1101
"2262",2262,"60-24-col-ww-2.tif",10,"ee86e6e6-e3cc-40b1-987b-e64b54645aa5",36.796738,42.8,1012,336,1037,363,65.08,-1,-1,-1,-1,-1,-1,24,3,0.12,1012,1961,1934,1037
"2263",2263,"60-24-col-ww-2.tif",10,"f202bf36-1eb5-4a09-9408-b2121c459119",25.495098,64.44,879,347,856,358,63.59,-1,-1,-1,-1,-1,-1,24,3,0.09,879,1950,1939,856
"2264",2264,"60-24-col-ww-2.tif",10,"541a1716-2374-4f53-a90b-6b5e85d7e6d0",55.569775,59.74,1264,349,1312,377,65.56,-1,-1,-1,-1,-1,-1,24,3,0.19,1264,1948,1920,1312
"2265",2265,"60-24-col-ww-2.tif",10,"787f0d71-2870-4a06-84cd-78cf1f6db676",26.24881,49.64,799,351,779,368,60.19,-1,-1,-1,-1,-1,-1,24,3,0.09,799,1946,1929,779
"2266",2266,"60-24-col-ww-2.tif",10,"d59713b1-f2a3-4267-9471-b0bf7d768e1d",46.32494,76.26,714,364,669,375,60.77,-1,-1,-1,-1,-1,-1,24,3,0.16,714,1933,1922,669
"2267",2267,"60-24-col-ww-2.tif",10,"3feeb55a-d92a-4207-aa1e-92f041ced26f",56.435802,29.74,1037,364,1065,413,65.82,-1,-1,-1,-1,-1,-1,24,3,0.19,1037,1933,1884,1065
"2268",2268,"60-24-col-ww-2.tif",10,"5c407a5b-cc11-4ae8-ac32-acdc404192f4",24.207438,38.29,1207,370,1222,389,65.48,-1,-1,-1,-1,-1,-1,24,3,0.08,1207,1927,1908,1222
"2269",2269,"60-24-col-ww-2.tif",10,"510d29ff-007f-4832-b783-584d28d967bc",30.413813,46.33,775,372,753,393,61.09,-1,-1,-1,-1,-1,-1,24,3,0.1,775,1925,1904,753
"2270",2270,"60-24-col-ww-2.tif",10,"6c2b5b09-1b6b-4258-9c29-b17a2c5ea618",34.058773,40.24,803,375,781,401,59.92,-1,-1,-1,-1,-1,-1,24,3,0.11,803,1922,1896,781
"2271",2271,"60-24-col-ww-2.tif",10,"4b7bf317-76ad-4b0e-b6b4-b61078fc3596",74.672615,69.62,602,378,532,404,48.97,-1,-1,-1,-1,-1,-1,24,3,0.25,602,1919,1893,532
"2272",2272,"60-24-col-ww-2.tif",10,"e7fd8825-2b83-4e26-a6d9-cf0f8c4206ab",31.906113,57.8,951,378,978,395,63.9,-1,-1,-1,-1,-1,-1,24,3,0.11,951,1919,1902,978
"2273",2273,"60-24-col-ww-2.tif",10,"7c09b02d-57f1-417c-98c0-6bc2e8cfe263",74.953316,13.11,1301,379,1318,452,66.36,-1,-1,-1,-1,-1,-1,24,3,0.25,1301,1918,1845,1318
"2274",2274,"60-24-col-ww-2.tif",10,"99cf43a5-d169-4267-abff-b3d7ec7af99d",63.28507,5.44,949,380,955,443,64.2,-1,-1,-1,-1,-1,-1,24,3,0.21,949,1917,1854,955
"2275",2275,"60-24-col-ww-2.tif",10,"be824769-643e-4ed7-a91a-708f05b65885",41.773197,78.96,1340,382,1381,390,63.15,-1,-1,-1,-1,-1,-1,24,3,0.14,1340,1915,1907,1381
"2276",2276,"60-24-col-ww-2.tif",10,"3923e4d8-45c3-4473-b981-f657d2daafc4",22.825424,61.19,1136,385,1156,396,61.22,-1,-1,-1,-1,-1,-1,24,3,0.08,1136,1912,1901,1156
"2277",2277,"60-24-col-ww-2.tif",10,"49676b07-23aa-49a5-b5e3-6e30c19f7330",54.08327,19.44,1157,388,1175,439,62.57,-1,-1,-1,-1,-1,-1,24,3,0.18,1157,1909,1858,1175
"2278",2278,"60-24-col-ww-2.tif",10,"3100e3c6-5cd8-4b20-a7b1-ef22ae6a9c29",89.55445,60.57,1222,390,1300,434,66.16,-1,-1,-1,-1,-1,-1,24,3,0.3,1222,1907,1863,1300
"2279",2279,"60-24-col-ww-2.tif",10,"84ceb918-ef4c-4bd2-99db-5a30ec78162a",105.64564,49.22,742,404,662,473,50.23,-1,-1,-1,-1,-1,-1,24,3,0.35,742,1893,1824,662
"2280",2280,"60-24-col-ww-2.tif",10,"47a7bdf1-2a85-46f6-afce-47324a0608af",67.424034,35.34,777,404,738,459,59.39,-1,-1,-1,-1,-1,-1,24,3,0.23,777,1893,1838,738
"2281",2281,"60-24-col-ww-2.tif",10,"9b04bbdb-4478-462c-8196-fb8dfc634c63",86.53323,56.31,1007,415,1079,463,69.21,-1,-1,-1,-1,-1,-1,24,3,0.29,1007,1882,1834,1079
"2282",2282,"60-24-col-ww-2.tif",10,"65ef1d74-3672-4f50-ba8d-984988445f6e",27.202942,36.03,1072,418,1088,440,70.36,-1,-1,-1,-1,-1,-1,24,3,0.09,1072,1879,1857,1088
"2283",2283,"60-24-col-ww-2.tif",10,"880b4f7c-3fa7-4026-b7cd-3f482b2b744f",54.67175,50.19,955,444,997,479,58.27,-1,-1,-1,-1,-1,-1,24,3,0.18,955,1853,1818,997
"2284",2284,"60-24-col-ww-2.tif",10,"5ccfac0e-baef-4d23-8bdc-6c96577e35c7",48.373547,60.26,929,446,887,470,71.99,-1,-1,-1,-1,-1,-1,24,3,0.16,929,1851,1827,887
"2285",2285,"60-24-col-ww-2.tif",10,"9b53ea9a-ba72-407f-b52e-21d72e001f57",77.05842,2.23,956,446,953,523,63.68,-1,-1,-1,-1,-1,-1,24,3,0.26,956,1851,1774,953
"2286",2286,"60-24-col-ww-2.tif",10,"28690053-4a5b-407c-8f43-876608d6cb9e",59.908264,33.42,439,448,406,498,56.59,-1,-1,-1,-1,-1,-1,24,3,0.2,439,1849,1799,406
"2287",2287,"60-24-col-ww-2.tif",10,"d9b10ddc-9ecb-4b9c-9fc4-3455271c0695",101.414986,77.47,1376,458,1475,480,64.05,-1,-1,-1,-1,-1,-1,24,3,0.34,1376,1839,1817,1475
"2288",2288,"60-24-col-ww-2.tif",10,"9628e585-66a0-463e-bf6e-8ea0d2f2353e",85.49269,24.17,477,461,442,539,54.69,-1,-1,-1,-1,-1,-1,24,3,0.29,477,1836,1758,442
"2289",2289,"60-24-col-ww-2.tif",10,"e2d8a7d8-8235-4531-b4d7-a6c0729ee958",24.758837,46.64,1116,464,1134,481,67.79,-1,-1,-1,-1,-1,-1,24,3,0.08,1116,1833,1816,1134
"2290",2290,"60-24-col-ww-2.tif",10,"f19c4af2-ad4d-42a1-8215-5d9c7476deb1",46.818798,70.02,1062,476,1018,492,62.75,-1,-1,-1,-1,-1,-1,24,3,0.16,1062,1821,1805,1018
"2291",2291,"60-24-col-ww-2.tif",10,"bcaca077-a4a7-4272-9782-92724a1748bf",75.58439,72.28,1499,476,1571,499,59.86,-1,-1,-1,-1,-1,-1,24,3,0.25,1499,1821,1798,1571
"2292",2292,"60-24-col-ww-2.tif",10,"50d641b2-b05a-458b-b442-13c5fdaef0d5",42.426407,45,649,478,619,508,55.19,-1,-1,-1,-1,-1,-1,24,3,0.14,649,1819,1789,619
"2293",2293,"60-24-col-ww-2.tif",10,"3815e41a-9322-4721-9467-a36471154c04",79.624115,64.72,1280,480,1208,514,52.06,-1,-1,-1,-1,-1,-1,24,3,0.27,1280,1817,1783,1208
"2294",2294,"60-24-col-ww-2.tif",10,"3d3a141f-ca9b-44f6-8c44-1fe3ce1c8970",50.77401,57.88,1138,484,1181,511,54.94,-1,-1,-1,-1,-1,-1,24,3,0.17,1138,1813,1786,1181
"2295",2295,"60-24-col-ww-2.tif",10,"f68eb13b-acea-461d-8d77-b6baf55ac521",28.178005,27.47,1221,487,1208,512,53.09,-1,-1,-1,-1,-1,-1,24,3,0.09,1221,1810,1785,1208
"2296",2296,"60-24-col-ww-2.tif",10,"64df817f-0ef3-49f8-b3da-196254f037d9",77.23341,48.67,870,488,812,539,67.04,-1,-1,-1,-1,-1,-1,24,3,0.26,870,1809,1758,812
"2297",2297,"60-24-col-ww-2.tif",10,"a17d00e2-832c-44c4-8a27-c6fac2e05932",42.43819,34.44,745,491,721,526,62.9,-1,-1,-1,-1,-1,-1,24,3,0.14,745,1806,1771,721
"2298",2298,"60-24-col-ww-2.tif",10,"bcdd1987-e780-4b4e-b534-07679495cc95",23.769728,75.38,1572,497,1595,503,62.77,-1,-1,-1,-1,-1,-1,24,3,0.08,1572,1800,1794,1595
"2299",2299,"60-24-col-ww-2.tif",10,"e58e4c88-56d8-493c-bea8-f302558bb34a",111.32835,70.59,547,504,442,541,54.46,-1,-1,-1,-1,-1,-1,24,3,0.37,547,1793,1756,442
"2300",2300,"60-24-col-ww-2.tif",10,"ce30f0c2-ff42-4f8e-8d72-cbda65c08547",92.800865,52.88,1463,505,1389,561,67.42,-1,-1,-1,-1,-1,-1,24,3,0.31,1463,1792,1736,1389
"2301",2301,"60-24-col-ww-2.tif",10,"b97328b6-5e6b-4b0b-bdfc-5c0da7a8346b",42.0119,51.77,1411,511,1378,537,62.92,-1,-1,-1,-1,-1,-1,24,3,0.14,1411,1786,1760,1378
"2302",2302,"60-24-col-ww-2.tif",10,"ab7e16a9-d390-4fff-b298-9adaf1a21202",55.081757,15.8,1044,512,1059,565,53.74,-1,-1,-1,-1,-1,-1,24,3,0.19,1044,1785,1732,1059
"2303",2303,"60-24-col-ww-2.tif",10,"d774521d-06c2-4481-9a7a-43003c5cc49f",57.280014,73.78,1063,516,1118,532,70.31,-1,-1,-1,-1,-1,-1,24,3,0.19,1063,1781,1765,1118
"2304",2304,"60-24-col-ww-2.tif",10,"ba22ea7d-f808-4127-9635-7b5831f67319",51.884487,27.55,1229,522,1253,568,64.49,-1,-1,-1,-1,-1,-1,24,3,0.17,1229,1775,1729,1253
"2305",2305,"60-24-col-ww-2.tif",10,"0d5f8083-09fc-44de-b5e1-2b259540db1a",53.851646,58.67,720,523,674,551,62.29,-1,-1,-1,-1,-1,-1,24,3,0.18,720,1774,1746,674
"2306",2306,"60-24-col-ww-2.tif",10,"c2389297-14b8-4ebb-bafe-68ffd917dbfd",24.596748,63.43,1200,523,1178,534,57.28,-1,-1,-1,-1,-1,-1,24,3,0.08,1200,1774,1763,1178
"2307",2307,"60-24-col-ww-2.tif",10,"6591612e-dbdc-4412-9ecb-ccba81b038d0",24.33105,80.54,1204,527,1228,531,58.15,-1,-1,-1,-1,-1,-1,24,3,0.08,1204,1770,1766,1228
"2308",2308,"60-24-col-ww-2.tif",10,"36b8622b-9ef6-4fe0-a996-ce1b2a982a1c",22.36068,10.3,1201,531,1205,553,61.66,-1,-1,-1,-1,-1,-1,24,3,0.08,1201,1766,1744,1205
"2309",2309,"60-24-col-ww-2.tif",10,"5b3c0a9e-b9ca-4fa8-b3bd-a8bb3df26217",39.293766,75.26,1119,532,1157,542,64.24,-1,-1,-1,-1,-1,-1,24,3,0.13,1119,1765,1755,1157
"2310",2310,"60-24-col-ww-2.tif",10,"3f2c9925-080f-4a10-b2da-68a2b7449481",30.463093,23.2,1119,534,1107,562,64.26,-1,-1,-1,-1,-1,-1,24,3,0.1,1119,1763,1735,1107
"2311",2311,"60-24-col-ww-2.tif",10,"cd323ef1-cb28-4451-9575-835d50714865",24.351591,70.82,1364,540,1341,548,65.34,-1,-1,-1,-1,-1,-1,24,3,0.08,1364,1757,1749,1341
"2312",2312,"60-24-col-ww-2.tif",10,"403407a9-b36e-4462-b565-d85b401ad62c",58.872746,69.1,441,541,386,562,50.63,-1,-1,-1,-1,-1,-1,24,3,0.2,441,1756,1735,386
"2313",2313,"60-24-col-ww-2.tif",10,"f44c31ff-00fb-4f91-a56f-9101732e26a0",68.24954,79.02,1613,541,1546,554,54.07,-1,-1,-1,-1,-1,-1,24,3,0.23,1613,1756,1743,1546
"2314",2314,"60-24-col-ww-2.tif",10,"d1859222-7e7d-4659-afc3-ea58521a558d",71.50524,42.17,1164,544,1116,597,65.45,-1,-1,-1,-1,-1,-1,24,3,0.24,1164,1753,1700,1116
"2315",2315,"60-24-col-ww-2.tif",10,"b0549bed-2058-4d82-8eb3-99bee4a2d41d",43.829212,27.15,1165,544,1185,583,65.66,-1,-1,-1,-1,-1,-1,24,3,0.15,1165,1753,1714,1185
"2316",2316,"60-24-col-ww-2.tif",10,"5795b566-616c-4e0c-9b9e-05d09e4ec269",97.6166,60.55,943,545,1028,593,51.16,-1,-1,-1,-1,-1,-1,24,3,0.33,943,1752,1704,1028
"2317",2317,"60-24-col-ww-2.tif",10,"c7d0677d-b43a-4e5a-9391-15ca78d493d2",94.04786,8.56,1164,546,1178,639,59.9,-1,-1,-1,-1,-1,-1,24,3,0.32,1164,1751,1658,1178
"2318",2318,"60-24-col-ww-2.tif",10,"9bc2bdb2-7b68-49b3-abe0-3f323ee42bad",28.284271,45,1340,548,1320,568,60.97,-1,-1,-1,-1,-1,-1,24,3,0.1,1340,1749,1729,1320
"2319",2319,"60-24-col-ww-2.tif",10,"69db129f-f0a1-44cb-a231-2c9f4a17c297",41.773197,42.09,1341,549,1369,580,62.1,-1,-1,-1,-1,-1,-1,24,3,0.14,1341,1748,1717,1369
"2320",2320,"60-24-col-ww-2.tif",10,"d555da01-92e8-4ca8-b677-aef89d660bba",48.104053,43.32,708,551,741,586,60.32,-1,-1,-1,-1,-1,-1,24,3,0.16,708,1746,1711,741
"2321",2321,"60-24-col-ww-2.tif",10,"0536c708-0b4b-4e85-a5e3-a3a4bd5cb9f8",56.462376,22.93,1499,551,1477,603,59.77,-1,-1,-1,-1,-1,-1,24,3,0.19,1499,1746,1694,1477
"2322",2322,"60-24-col-ww-2.tif",10,"f8478419-733f-460e-8979-8feb290008e5",46.010868,47.64,675,552,641,583,64.7,-1,-1,-1,-1,-1,-1,24,3,0.15,675,1745,1714,641
"2323",2323,"60-24-col-ww-2.tif",10,"a7e87f4e-15bc-44c8-80dd-384cbdc39a06",38.078865,66.8,1284,553,1319,568,60.96,-1,-1,-1,-1,-1,-1,24,3,0.13,1284,1744,1729,1319
"2324",2324,"60-24-col-ww-2.tif",10,"ed4a0750-d961-4f59-8914-548b6fcb3a5f",25.495098,64.44,1205,554,1228,565,67.08,-1,-1,-1,-1,-1,-1,24,3,0.09,1205,1743,1732,1228
"2325",2325,"60-24-col-ww-2.tif",10,"cfaaed0e-26e6-45cf-8d27-f8830541afa4",25.495098,48.18,1528,554,1547,571,53.94,-1,-1,-1,-1,-1,-1,24,3,0.09,1528,1743,1726,1547
"2326",2326,"60-24-col-ww-2.tif",10,"d6b46f2f-93d6-45d1-b938-4ed1b38db6da",15.264338,58.39,1229,556,1242,564,65.21,-1,-1,-1,-1,-1,-1,24,3,0.05,1229,1741,1733,1242
"2327",2327,"60-24-col-ww-2.tif",10,"3145c7c5-b805-4c24-957d-724e72730b72",90.37699,65.14,341,557,259,595,59.19,-1,-1,-1,-1,-1,-1,24,3,0.3,341,1740,1702,259
"2328",2328,"60-24-col-ww-2.tif",10,"3fd56b4d-b250-4499-a4dc-fa5b75214610",25.298222,71.57,385,558,361,566,49.86,-1,-1,-1,-1,-1,-1,24,3,0.08,385,1739,1731,361
"2329",2329,"60-24-col-ww-2.tif",10,"603c8284-a0de-4aa3-9237-b2b04cadaa3a",54.120235,62.49,1321,569,1369,594,62.3,-1,-1,-1,-1,-1,-1,24,3,0.18,1321,1728,1703,1369
"2330",2330,"60-24-col-ww-2.tif",10,"ed10788f-a212-440e-a745-f7c938894b76",32.38827,81.12,521,573,553,578,51.09,-1,-1,-1,-1,-1,-1,24,3,0.11,521,1724,1719,553
"2331",2331,"60-24-col-ww-2.tif",10,"b226cd91-3754-4007-a3c9-4f18e83e1279",35.468296,49.57,1302,574,1329,597,60.6,-1,-1,-1,-1,-1,-1,24,3,0.12,1302,1723,1700,1329
"2332",2332,"60-24-col-ww-2.tif",10,"b2d8266c-68c0-425b-ab9e-fb221db1a65b",21.931713,24.23,1370,574,1379,594,65.22,-1,-1,-1,-1,-1,-1,24,3,0.07,1370,1723,1703,1379
"2333",2333,"60-24-col-ww-2.tif",10,"62f25edf-acfb-4f3d-8fa9-e7ccdfa8a454",29.681644,32.62,1275,580,1259,605,67.2,-1,-1,-1,-1,-1,-1,24,3,0.1,1275,1717,1692,1259
"2334",2334,"60-24-col-ww-2.tif",10,"e5b9403b-d536-4261-8248-9e83fc3c5ad7",62.177166,27.8,1240,581,1211,636,61.2,-1,-1,-1,-1,-1,-1,24,3,0.21,1240,1716,1661,1211
"2335",2335,"60-24-col-ww-2.tif",10,"1bece7b1-5e45-4947-aa5f-206fb21fd861",21.470911,27.76,1262,581,1252,600,68.08,-1,-1,-1,-1,-1,-1,24,3,0.07,1262,1716,1697,1252
"2336",2336,"60-24-col-ww-2.tif",10,"084f8c14-812b-4526-a94a-90d208cbecff",33.42155,38.93,1029,585,1050,611,52.03,-1,-1,-1,-1,-1,-1,24,3,0.11,1029,1712,1686,1050
"2337",2337,"60-24-col-ww-2.tif",10,"9dcb567e-7868-405c-8add-81ad696c6a2e",23.600847,36.38,1285,587,1299,606,64.79,-1,-1,-1,-1,-1,-1,24,3,0.08,1285,1710,1691,1299
"2338",2338,"60-24-col-ww-2.tif",10,"72533575-2845-4fe8-bef4-de0d4daa2e48",21.954498,59.93,1377,595,1358,606,62.31,-1,-1,-1,-1,-1,-1,24,3,0.07,1377,1702,1691,1358
"2339",2339,"60-24-col-ww-2.tif",10,"9accc862-4f9f-4380-a171-813407c5fd8a",41.484936,15.38,948,597,937,637,64.63,-1,-1,-1,-1,-1,-1,24,3,0.14,948,1700,1660,937
"2340",2340,"60-24-col-ww-2.tif",10,"7e23b52d-8661-455e-baae-f11e04ab9f82",70.38466,67.44,1568,602,1633,629,59.41,-1,-1,-1,-1,-1,-1,24,3,0.24,1568,1695,1668,1633
"2341",2341,"60-24-col-ww-2.tif",10,"49a4761f-6e29-48e8-a42e-2b2ff9ac1096",72.691124,7.91,588,603,578,675,49.45,-1,-1,-1,-1,-1,-1,24,3,0.24,588,1694,1622,578
"2342",2342,"60-24-col-ww-2.tif",10,"994fb113-5daa-44fd-8947-de23ef7b26b5",50.606323,60.4,1357,603,1313,628,63.23,-1,-1,-1,-1,-1,-1,24,3,0.17,1357,1694,1669,1313
"2343",2343,"60-24-col-ww-2.tif",10,"9771de1b-8b25-477c-b144-0c9fd746d02b",44.102154,57.03,1478,604,1515,628,58.05,-1,-1,-1,-1,-1,-1,24,3,0.15,1478,1693,1669,1515
"2344",2344,"60-24-col-ww-2.tif",10,"a9fb7bd5-da81-4dea-a0dc-e4df31acdc1b",48.30114,62.9,1568,604,1525,626,56.83,-1,-1,-1,-1,-1,-1,24,3,0.16,1568,1693,1671,1525
"2345",2345,"60-24-col-ww-2.tif",10,"56068071-0cb2-4563-8538-c1522d72e9dd",50.01,78.47,525,606,476,616,54.79,-1,-1,-1,-1,-1,-1,24,3,0.17,525,1691,1681,476
"2346",2346,"60-24-col-ww-2.tif",10,"53b2bbd3-8880-4a70-9a79-869c7338f914",39.357338,62.78,232,607,197,625,67.66,-1,-1,-1,-1,-1,-1,24,3,0.13,232,1690,1672,197
"2347",2347,"60-24-col-ww-2.tif",10,"17880938-12de-45b9-9dcd-1b1bfacc33f7",105.30432,18.26,628,607,595,707,53.34,-1,-1,-1,-1,-1,-1,24,3,0.35,628,1690,1590,595
"2348",2348,"60-24-col-ww-2.tif",10,"1d1da065-e58f-4cc6-acbe-44ffd35f4126",52.810986,18.78,562,608,579,658,49.39,-1,-1,-1,-1,-1,-1,24,3,0.18,562,1689,1639,579
"2349",2349,"60-24-col-ww-2.tif",10,"5dec0a2d-ad95-4b4e-abbd-d4c985385f53",33.83785,71.03,1050,612,1082,623,54.85,-1,-1,-1,-1,-1,-1,24,3,0.11,1050,1685,1674,1082
"2350",2350,"60-24-col-ww-2.tif",10,"5591d442-6ecf-4932-bb49-361ca4034734",40.804413,17.1,1051,614,1039,653,63.25,-1,-1,-1,-1,-1,-1,24,3,0.14,1051,1683,1644,1039
"2351",2351,"60-24-col-ww-2.tif",10,"3deb2c0a-7bec-40f0-8f15-44281576e003",62.625874,70.41,475,615,416,636,50.37,-1,-1,-1,-1,-1,-1,24,3,0.21,475,1682,1661,416
"2352",2352,"60-24-col-ww-2.tif",10,"e9cc5660-adff-412d-b75c-a8682bd92cdc",27.513634,19.09,1371,615,1380,641,67.16,-1,-1,-1,-1,-1,-1,24,3,0.09,1371,1682,1656,1380
"2353",2353,"60-24-col-ww-2.tif",10,"97eb83d6-a647-437d-b1be-52483f00dea7",29.732138,42.27,475,617,455,639,51.37,-1,-1,-1,-1,-1,-1,24,3,0.1,475,1680,1658,455
"2354",2354,"60-24-col-ww-2.tif",10,"8ab0883c-5cd9-4dd2-8344-b6e3b0c828ee",21.84033,15.95,1668,621,1674,642,64.85,-1,-1,-1,-1,-1,-1,24,3,0.07,1668,1676,1655,1674
"2355",2355,"60-24-col-ww-2.tif",10,"81f48b57-85f6-49b5-988c-d1027a41d203",30.413813,46.33,1467,622,1445,643,70.84,-1,-1,-1,-1,-1,-1,24,3,0.1,1467,1675,1654,1445
"2356",2356,"60-24-col-ww-2.tif",10,"38b63b99-c434-448c-9cd7-665af64c72c9",40.311287,60.26,934,623,899,643,55.25,-1,-1,-1,-1,-1,-1,24,3,0.14,934,1674,1654,899
"2357",2357,"60-24-col-ww-2.tif",10,"c68b5f71-64f3-4f98-8210-909a39a4b0c9",21.587032,76.61,1082,623,1103,628,59.07,-1,-1,-1,-1,-1,-1,24,3,0.07,1082,1674,1669,1103
"2358",2358,"60-24-col-ww-2.tif",10,"5ea0bab0-c73b-43b5-b8d0-1422b0612fbb",24.186773,7.13,1255,624,1258,648,65.84,-1,-1,-1,-1,-1,-1,24,3,0.08,1255,1673,1649,1258
"2359",2359,"60-24-col-ww-2.tif",10,"78f27bd3-0158-46e7-a78e-b58e0445b89a",29.206163,51.95,1524,627,1547,645,54.09,-1,-1,-1,-1,-1,-1,24,3,0.1,1524,1670,1652,1547
"2360",2360,"60-24-col-ww-2.tif",10,"4aeeb6b7-ef45-486a-8fe8-90099a843386",34.655445,46.17,1523,629,1498,653,61.74,-1,-1,-1,-1,-1,-1,24,3,0.12,1523,1668,1644,1498
"2361",2361,"60-24-col-ww-2.tif",10,"5b325cfd-e45d-41d0-a2d2-c83ed52a41d5",20.615528,75.96,1352,630,1372,635,65.97,-1,-1,-1,-1,-1,-1,24,3,0.07,1352,1667,1662,1372
"2362",2362,"60-24-col-ww-2.tif",10,"7cb7bb72-4dca-4871-bc47-24bac2d30811",22.803509,37.87,1458,630,1472,648,64.69,-1,-1,-1,-1,-1,-1,24,3,0.08,1458,1667,1649,1472
"2363",2363,"60-24-col-ww-2.tif",10,"f1c7f1a5-07ae-4321-a756-e66fc3e41360",39.293766,14.74,1353,632,1343,670,70.98,-1,-1,-1,-1,-1,-1,24,3,0.13,1353,1665,1627,1343
"2364",2364,"60-24-col-ww-2.tif",10,"d6b52c66-6369-461d-a5b6-7ba95dedac68",31.764761,28.18,1667,632,1652,660,64.81,-1,-1,-1,-1,-1,-1,24,3,0.11,1667,1665,1637,1652
"2365",2365,"60-24-col-ww-2.tif",10,"3d06832f-479d-47f3-a1b0-4a48584f4a95",65.192024,20.66,1318,633,1341,694,72.77,-1,-1,-1,-1,-1,-1,24,3,0.22,1318,1664,1603,1341
"2366",2366,"60-24-col-ww-2.tif",10,"33000a4c-32a5-4b6f-9843-c81476181eda",25.079872,23.5,355,634,365,657,54.18,-1,-1,-1,-1,-1,-1,24,3,0.08,355,1663,1640,365
"2367",2367,"60-24-col-ww-2.tif",10,"2762b1cb-bc63-48d7-a6be-9da3511880af",40.16217,71.11,454,634,416,647,51.62,-1,-1,-1,-1,-1,-1,24,3,0.13,454,1663,1650,416
"2368",2368,"60-24-col-ww-2.tif",10,"b4163480-edc5-44c3-8eba-d4a771f55546",37.48333,80.79,415,635,378,641,48.21,-1,-1,-1,-1,-1,-1,24,3,0.13,415,1662,1656,378
